hour,temperature,label
19,12.51038089227997,0
20,8.966311718801546,0
21,2.883550215884942,0
22,3.2791179787456195,0
23,10.273089092063854,0
0,8.455503125746283,0
1,-0.0745897316819894,0
2,7.38573979473097,0
3,12.887254928365259,0
4,0.4335683132717694,0
5,16.1219707032544,1
6,11.47425744632492,0
7,21.46178246258416,1
8,15.870445060744899,1
9,11.691775207878361,0
10,14.344999410545409,0
11,25.397767942858973,1
12,27.00833501032889,1
13,19.68335851226423,1
14,27.94180879050863,1
15,12.551947438251716,0
16,20.0535212081161,1
17,10.772093252450468,0
18,11.538983353187046,0
19,13.146201576873276,0
20,5.287519808296289,0
21,6.0715989227555776,0
22,12.827502817442259,0
23,2.329390519970425,0
0,10.51415267239085,0
1,-0.9374993908363916,0
2,10.018571029647312,0
3,17.078343912081927,1
4,-4.329867000763736,0
5,8.130438016151931,0
6,18.96243276308324,1
7,16.86991813476725,1
8,22.72687524022785,1
9,18.94715669157055,1
10,24.679792762681785,1
11,24.225194850538205,1
12,32.50669236995884,1
13,26.685783322697958,1
14,26.185870010295602,1
15,20.09980601513067,1
16,17.57436265556504,1
17,15.492841324107484,1
18,17.86671285426978,1
19,10.385902664053216,0
20,12.238649141378481,0
21,20.881336980007163,1
22,12.066494182745771,0
23,3.88460054410227,0
0,12.75728353298367,0
1,3.442289498980009,0
2,-5.339001248911509,0
3,2.430414322630101,0
4,-0.6747515261551349,0
5,10.852728644726941,0
6,15.66051027513731,1
7,28.196814324676904,1
8,22.511564242584978,1
9,21.30646463901229,1
10,29.18668752494532,1
11,11.94244640884337,0
12,26.963687348651398,1
13,29.834449426212483,1
14,15.338736563165341,1
15,29.48359207110705,1
16,22.580978444966487,1
17,15.646462967620401,1
18,19.34669119663771,1
19,26.58596669580117,1
20,11.641197530350976,0
21,9.968255705936546,0
22,4.133580564914151,0
23,0.7916755203205661,0
0,10.582014899265474,0
1,0.8042387816561143,0
2,7.36914338547197,0
3,5.662987507543825,0
4,13.47387895447835,0
5,15.013782180696483,1
6,21.825239665547397,1
7,15.128092057896723,1
8,18.980750388239773,1
9,16.798485517171635,1
10,21.594494477387716,1
11,27.523061221159796,1
